GENERO,PG_ICFES
MASCULINO,355.0
FEMENINO,358.0
FEMENINO,362.0
MASCULINO,358.0
MASCULINO,350.0
FEMENINO,359.0
MASCULINO,352.0
MASCULINO,348.0
MASCULINO,345.0
MASCULINO,338.0
MASCULINO,352.0
MASCULINO,352.0
MASCULINO,355.0
MASCULINO,350.0
FEMENINO,349.0
MASCULINO,351.0
FEMENINO,348.0
MASCULINO,343.0
MASCULINO,340.0
MASCULINO,341.0
MASCULINO,339.0
FEMENINO,336.0
MASCULINO,339.0
MASCULINO,349.0
MASCULINO,347.0
MASCULINO,337.0
MASCULINO,339.0
MASCULINO,336.0
MASCULINO,337.0
MASCULINO,338.0
FEMENINO,328.0
MASCULINO,341.0
MASCULINO,326.0
MASCULINO,334.0
FEMENINO,332.0
FEMENINO,335.0
MASCULINO,336.0
FEMENINO,342.0
FEMENINO,338.0
FEMENINO,340.0
MASCULINO,330.0
MASCULINO,327.0
MASCULINO,331.0
MASCULINO,321.0
MASCULINO,327.0
MASCULINO,338.0
FEMENINO,331.0
FEMENINO,335.0
MASCULINO,340.0
FEMENINO,333.0
MASCULINO,327.0
MASCULINO,322.0
FEMENINO,338.0
MASCULINO,328.0
MASCULINO,330.0
FEMENINO,335.0
FEMENINO,344.0
MASCULINO,333.0
MASCULINO,323.0
MASCULINO,323.0
MASCULINO,331.0
FEMENINO,337.0
FEMENINO,327.0
MASCULINO,435.0
MASCULINO,442.0
MASCULINO,416.0
MASCULINO,415.0
FEMENINO,431.0
MASCULINO,421.0
FEMENINO,420.0
MASCULINO,415.0
MASCULINO,427.0
MASCULINO,413.0
FEMENINO,415.0
FEMENINO,414.0
MASCULINO,403.0
MASCULINO,419.3
FEMENINO,405.0
MASCULINO,397.42
FEMENINO,397.0
MASCULINO,393.49
MASCULINO,424.0
MASCULINO,401.0
MASCULINO,406.0
MASCULINO,398.0
MASCULINO,401.0
MASCULINO,406.0
MASCULINO,393.0
MASCULINO,408.0
MASCULINO,385.0
MASCULINO,404.0
MASCULINO,403.0
FEMENINO,325.0
MASCULINO,330.0
MASCULINO,308.0
MASCULINO,350.0
MASCULINO,312.0
FEMENINO,323.0
MASCULINO,374.0
MASCULINO,332.0
MASCULINO,320.0
MASCULINO,330.0
FEMENINO,430.0
MASCULINO,325.0
FEMENINO,323.0
MASCULINO,328.0
MASCULINO,320.0
MASCULINO,398.0
FEMENINO,330.0
FEMENINO,322.0
MASCULINO,327.0
MASCULINO,251.5
FEMENINO,325.0
MASCULINO,324.0
MASCULINO,327.0
FEMENINO,331.0
FEMENINO,323.0
MASCULINO,450.0
MASCULINO,389.0
FEMENINO,373.0
MASCULINO,367.0
MASCULINO,383.0
FEMENINO,359.0
MASCULINO,348.0
MASCULINO,351.0
FEMENINO,365.0
FEMENINO,364.0
MASCULINO,357.0
MASCULINO,352.0
MASCULINO,358.0
FEMENINO,341.0
FEMENINO,349.0
FEMENINO,345.0
MASCULINO,343.0
MASCULINO,340.0
MASCULINO,345.0
MASCULINO,339.0
FEMENINO,329.0
FEMENINO,336.0
MASCULINO,351.0
MASCULINO,339.0
FEMENINO,337.0
MASCULINO,334.0
FEMENINO,343.0
MASCULINO,341.0
MASCULINO,340.0
MASCULINO,341.0
FEMENINO,333.0
MASCULINO,343.0
MASCULINO,331.0
FEMENINO,345.0
FEMENINO,332.0
MASCULINO,341.0
MASCULINO,338.0
MASCULINO,324.0
FEMENINO,332.0
MASCULINO,327.0
MASCULINO,326.0
MASCULINO,333.0
MASCULINO,328.0
MASCULINO,330.0
FEMENINO,332.0
MASCULINO,329.0
FEMENINO,328.0
FEMENINO,343.0
MASCULINO,332.0
FEMENINO,336.0
FEMENINO,330.0
MASCULINO,326.0
MASCULINO,319.0
MASCULINO,327.0
MASCULINO,315.0
MASCULINO,327.0
MASCULINO,323.0
FEMENINO,311.0
MASCULINO,321.0
FEMENINO,335.0
MASCULINO,321.0
FEMENINO,315.0
MASCULINO,438.0
FEMENINO,321.0
FEMENINO,326.0
FEMENINO,328.0
FEMENINO,323.0
MASCULINO,322.0
MASCULINO,328.0
MASCULINO,329.0
MASCULINO,323.0
MASCULINO,316.0
MASCULINO,421.0
MASCULINO,416.0
FEMENINO,435.0
MASCULINO,443.29
MASCULINO,428.0
MASCULINO,411.0
FEMENINO,415.0
MASCULINO,410.0
MASCULINO,412.0
FEMENINO,422.0
MASCULINO,414.0
MASCULINO,406.0
MASCULINO,421.0
MASCULINO,412.0
MASCULINO,420.0
MASCULINO,420.0
MASCULINO,414.0
FEMENINO,414.0
MASCULINO,411.0
FEMENINO,403.0
MASCULINO,406.0
MASCULINO,394.0
MASCULINO,389.0
FEMENINO,408.0
FEMENINO,292.0
FEMENINO,293.0
MASCULINO,376.0
MASCULINO,397.42
MASCULINO,351.0
FEMENINO,338.0
MASCULINO,297.0
MASCULINO,324.0
MASCULINO,355.0
MASCULINO,314.0
FEMENINO,397.0
FEMENINO,310.0
FEMENINO,316.0
MASCULINO,397.0
MASCULINO,323.0
MASCULINO,314.0
MASCULINO,313.0
MASCULINO,313.0
MASCULINO,312.0
FEMENINO,318.0
MASCULINO,316.0
MASCULINO,319.0
MASCULINO,320.0
MASCULINO,315.0
MASCULINO,322.0
MASCULINO,398.0
MASCULINO,392.0
MASCULINO,305.0
MASCULINO,312.0
FEMENINO,314.0
FEMENINO,310.0
FEMENINO,302.0
MASCULINO,318.0
FEMENINO,389.0
FEMENINO,347.0
FEMENINO,340.0
MASCULINO,342.0
MASCULINO,416.0
FEMENINO,338.0
FEMENINO,376.0
FEMENINO,357.0
FEMENINO,350.0
MASCULINO,373.0
MASCULINO,329.0
MASCULINO,359.0
MASCULINO,338.0
FEMENINO,341.0
FEMENINO,339.0
MASCULINO,340.0
FEMENINO,352.0
MASCULINO,336.0
MASCULINO,370.0
FEMENINO,365.0
MASCULINO,358.0
FEMENINO,423.0
FEMENINO,355.0
FEMENINO,353.0
FEMENINO,365.0
MASCULINO,365.0
MASCULINO,335.0
FEMENINO,329.0
MASCULINO,352.0
FEMENINO,372.0
MASCULINO,340.0
MASCULINO,335.0
FEMENINO,329.0
FEMENINO,361.0
FEMENINO,415.0
MASCULINO,332.0
MASCULINO,337.0
FEMENINO,341.0
MASCULINO,378.0
MASCULINO,430.0
FEMENINO,412.0
FEMENINO,338.0
FEMENINO,360.0
MASCULINO,347.0
MASCULINO,360.0
FEMENINO,363.0
MASCULINO,339.0
MASCULINO,422.0
MASCULINO,416.0
MASCULINO,377.0
FEMENINO,342.0
FEMENINO,335.0
MASCULINO,364.0
MASCULINO,336.0
MASCULINO,327.0
MASCULINO,417.0
MASCULINO,330.0
FEMENINO,353.0
MASCULINO,360.0
FEMENINO,345.0
MASCULINO,432.0
MASCULINO,325.0
MASCULINO,362.0
MASCULINO,340.0
FEMENINO,442.0
MASCULINO,331.0
FEMENINO,342.0
MASCULINO,367.0
FEMENINO,356.0
FEMENINO,345.0
FEMENINO,329.0
MASCULINO,345.0
MASCULINO,420.0
FEMENINO,466.0
MASCULINO,413.0
FEMENINO,323.0
FEMENINO,328.0
FEMENINO,348.0
MASCULINO,332.0
MASCULINO,379.0
MASCULINO,379.0
MASCULINO,352.0
MASCULINO,365.0
MASCULINO,407.0
MASCULINO,418.0
FEMENINO,332.0
MASCULINO,360.0
FEMENINO,339.0
MASCULINO,334.0
FEMENINO,346.0
MASCULINO,380.0
MASCULINO,335.0
MASCULINO,390.0
FEMENINO,348.0
MASCULINO,347.0
FEMENINO,359.0
MASCULINO,348.0
MASCULINO,429.2
FEMENINO,284.0
MASCULINO,289.0
MASCULINO,296.0
FEMENINO,295.0
MASCULINO,323.0
MASCULINO,312.0
MASCULINO,324.0
FEMENINO,319.0
MASCULINO,333.0
MASCULINO,334.0
MASCULINO,332.0
MASCULINO,327.0
FEMENINO,324.0
MASCULINO,322.0
MASCULINO,335.0
FEMENINO,342.0
FEMENINO,327.0
MASCULINO,325.0
MASCULINO,322.0
MASCULINO,341.0
MASCULINO,328.0
MASCULINO,328.0
MASCULINO,400.0
MASCULINO,394.0
MASCULINO,403.0
MASCULINO,412.0
MASCULINO,323.0
FEMENINO,327.0
FEMENINO,316.0
MASCULINO,322.0
MASCULINO,315.0
FEMENINO,324.0
MASCULINO,324.0
MASCULINO,328.0
MASCULINO,381.0
MASCULINO,363.0
MASCULINO,321.0
MASCULINO,317.0
MASCULINO,361.0
MASCULINO,312.0
MASCULINO,358.0
FEMENINO,315.0
FEMENINO,356.0
MASCULINO,320.0
MASCULINO,359.0
FEMENINO,324.0
MASCULINO,307.0
MASCULINO,316.0
FEMENINO,349.0
FEMENINO,342.0
MASCULINO,313.0
MASCULINO,310.0
MASCULINO,306.0
MASCULINO,313.0
MASCULINO,343.0
MASCULINO,338.0
MASCULINO,311.0
MASCULINO,343.0
MASCULINO,335.0
MASCULINO,344.0
MASCULINO,337.0
FEMENINO,335.0
FEMENINO,386.0
MASCULINO,334.0
FEMENINO,330.0
MASCULINO,0.0
MASCULINO,332.0
MASCULINO,332.0
MASCULINO,326.0
FEMENINO,333.0
FEMENINO,332.0
FEMENINO,338.0
FEMENINO,332.0
FEMENINO,326.0
FEMENINO,324.0
MASCULINO,326.0
FEMENINO,329.0
MASCULINO,316.0
MASCULINO,327.0
MASCULINO,312.0
MASCULINO,327.0
FEMENINO,318.0
MASCULINO,330.0
MASCULINO,316.0
FEMENINO,320.0
FEMENINO,327.0
FEMENINO,325.0
FEMENINO,310.0
MASCULINO,305.0
MASCULINO,383.0
MASCULINO,417.0
FEMENINO,390.0
MASCULINO,395.0
MASCULINO,408.0
FEMENINO,410.0
MASCULINO,419.0
MASCULINO,421.0
MASCULINO,438.0
MASCULINO,322.0
FEMENINO,348.0
FEMENINO,332.0
MASCULINO,358.0
MASCULINO,323.0
FEMENINO,330.0
FEMENINO,343.0
MASCULINO,338.0
MASCULINO,337.0
MASCULINO,327.0
FEMENINO,390.0
MASCULINO,337.0
MASCULINO,335.0
FEMENINO,325.0
MASCULINO,338.0
FEMENINO,334.0
MASCULINO,332.0
MASCULINO,321.0
FEMENINO,335.0
FEMENINO,358.0
MASCULINO,323.0
MASCULINO,330.0
FEMENINO,332.0
MASCULINO,325.0
FEMENINO,323.0
MASCULINO,326.0
FEMENINO,320.0
FEMENINO,326.0
MASCULINO,346.0
MASCULINO,332.0
MASCULINO,352.0
FEMENINO,321.0
FEMENINO,360.0
FEMENINO,333.0
MASCULINO,326.0
MASCULINO,324.0
MASCULINO,322.0
MASCULINO,328.0
MASCULINO,324.0
MASCULINO,308.0
FEMENINO,313.0
MASCULINO,404.0
MASCULINO,415.0
MASCULINO,404.0
MASCULINO,421.0
FEMENINO,311.0
MASCULINO,395.0
FEMENINO,314.0
FEMENINO,314.0
MASCULINO,318.0
FEMENINO,319.0
MASCULINO,313.0
MASCULINO,312.0
MASCULINO,307.0
MASCULINO,312.0
MASCULINO,313.0
MASCULINO,378.0
MASCULINO,308.0
MASCULINO,322.0
MASCULINO,371.0
MASCULINO,309.0
MASCULINO,299.0
FEMENINO,361.0
FEMENINO,364.0
FEMENINO,402.0
MASCULINO,341.0
MASCULINO,388.0
MASCULINO,325.0
FEMENINO,337.0
MASCULINO,342.0
MASCULINO,356.0
FEMENINO,322.0
FEMENINO,359.0
FEMENINO,336.0
MASCULINO,362.0
MASCULINO,368.0
MASCULINO,354.0
MASCULINO,347.0
FEMENINO,363.0
FEMENINO,337.0
MASCULINO,332.0
MASCULINO,329.0
FEMENINO,343.0
MASCULINO,336.0
MASCULINO,327.0
MASCULINO,321.0
FEMENINO,341.0
MASCULINO,350.0
MASCULINO,339.0
MASCULINO,368.0
FEMENINO,332.0
FEMENINO,314.0
MASCULINO,334.0
MASCULINO,360.0
FEMENINO,341.0
MASCULINO,336.0
FEMENINO,332.0
FEMENINO,365.0
FEMENINO,326.0
FEMENINO,341.0
MASCULINO,356.0
FEMENINO,353.0
MASCULINO,339.0
MASCULINO,338.0
MASCULINO,346.0
MASCULINO,341.0
MASCULINO,329.0
MASCULINO,340.0
FEMENINO,346.0
FEMENINO,332.0
FEMENINO,335.0
MASCULINO,336.0
MASCULINO,343.0
MASCULINO,321.0
FEMENINO,334.0
MASCULINO,367.0
MASCULINO,333.0
MASCULINO,335.0
FEMENINO,329.0
MASCULINO,339.0
FEMENINO,340.0
MASCULINO,325.0
MASCULINO,355.0
FEMENINO,354.0
MASCULINO,361.0
MASCULINO,332.0
MASCULINO,333.0
MASCULINO,337.0
MASCULINO,333.0
FEMENINO,337.0
FEMENINO,336.0
MASCULINO,336.0
FEMENINO,333.0
FEMENINO,344.0
MASCULINO,341.0
MASCULINO,330.0
MASCULINO,319.0
FEMENINO,349.0
MASCULINO,323.0
FEMENINO,336.0
MASCULINO,333.0
FEMENINO,330.0
FEMENINO,341.0
FEMENINO,341.0
MASCULINO,330.0
MASCULINO,337.0
MASCULINO,323.0
MASCULINO,370.0
MASCULINO,357.0
MASCULINO,338.0
MASCULINO,356.0
MASCULINO,351.0
FEMENINO,334.0
MASCULINO,332.0
MASCULINO,421.0
FEMENINO,390.0
MASCULINO,331.0
MASCULINO,334.0
MASCULINO,339.0
MASCULINO,334.0
FEMENINO,355.0
MASCULINO,403.0
MASCULINO,327.0
FEMENINO,353.0
FEMENINO,337.0
FEMENINO,330.0
FEMENINO,413.0
MASCULINO,336.0
MASCULINO,340.0
MASCULINO,330.0
MASCULINO,397.0
FEMENINO,341.0
MASCULINO,337.0
FEMENINO,344.0
MASCULINO,332.0
MASCULINO,330.0
MASCULINO,332.0
MASCULINO,329.0
MASCULINO,326.0
FEMENINO,340.0
FEMENINO,326.0
MASCULINO,325.0
FEMENINO,326.0
FEMENINO,334.0
MASCULINO,335.0
FEMENINO,329.0
FEMENINO,332.0
FEMENINO,329.0
FEMENINO,325.0
FEMENINO,324.0
MASCULINO,330.0
FEMENINO,330.0
MASCULINO,402.0
MASCULINO,320.0
MASCULINO,326.0
FEMENINO,328.0
MASCULINO,20.0
FEMENINO,20.0
FEMENINO,339.0
FEMENINO,368.0
FEMENINO,326.0
FEMENINO,325.0
MASCULINO,348.0
FEMENINO,346.0
FEMENINO,320.0
FEMENINO,340.0
MASCULINO,334.0
MASCULINO,347.0
FEMENINO,341.0
MASCULINO,354.0
MASCULINO,326.0
FEMENINO,333.0
FEMENINO,336.0
MASCULINO,328.0
FEMENINO,345.0
FEMENINO,324.0
FEMENINO,349.0
FEMENINO,323.0
FEMENINO,324.0
FEMENINO,335.0
FEMENINO,358.0
MASCULINO,326.0
FEMENINO,319.0
MASCULINO,333.0
FEMENINO,312.0
MASCULINO,365.0
MASCULINO,324.0
MASCULINO,324.0
FEMENINO,346.0
FEMENINO,332.0
FEMENINO,328.0
FEMENINO,318.0
MASCULINO,332.0
FEMENINO,284.0
FEMENINO,323.0
FEMENINO,322.0
FEMENINO,337.0
MASCULINO,334.0
MASCULINO,342.0
FEMENINO,358.0
MASCULINO,325.0
MASCULINO,346.0
MASCULINO,332.0
FEMENINO,327.0
FEMENINO,302.0
MASCULINO,341.0
MASCULINO,332.0
MASCULINO,346.0
MASCULINO,338.0
MASCULINO,334.0
FEMENINO,328.0
FEMENINO,355.0
MASCULINO,331.0
FEMENINO,341.0
MASCULINO,350.0
FEMENINO,332.0
MASCULINO,324.0
MASCULINO,332.0
FEMENINO,327.0
FEMENINO,328.0
FEMENINO,335.0
MASCULINO,412.0
MASCULINO,327.0
MASCULINO,327.0
MASCULINO,334.0
MASCULINO,341.0
MASCULINO,373.0
MASCULINO,333.0
MASCULINO,330.0
MASCULINO,321.0
FEMENINO,325.0
FEMENINO,329.0
FEMENINO,312.0
FEMENINO,338.0
MASCULINO,355.0
FEMENINO,335.0
MASCULINO,322.0
FEMENINO,323.0
MASCULINO,335.0
MASCULINO,320.0
FEMENINO,332.0
FEMENINO,333.0
MASCULINO,321.0
MASCULINO,359.0
MASCULINO,336.0
MASCULINO,360.0
FEMENINO,342.0
MASCULINO,336.0
FEMENINO,339.0
MASCULINO,332.0
MASCULINO,362.0
MASCULINO,322.0
MASCULINO,324.0
MASCULINO,329.0
FEMENINO,321.0
MASCULINO,323.0
MASCULINO,314.0
MASCULINO,314.0
MASCULINO,324.0
FEMENINO,318.0
MASCULINO,320.0
MASCULINO,412.0
MASCULINO,365.0
MASCULINO,318.0
FEMENINO,318.0
MASCULINO,320.0
FEMENINO,320.0
FEMENINO,327.0
FEMENINO,318.0
FEMENINO,323.0
MASCULINO,318.0
MASCULINO,325.0
MASCULINO,381.0
FEMENINO,316.0
MASCULINO,316.0
MASCULINO,342.0
FEMENINO,336.0
MASCULINO,339.0
MASCULINO,345.0
MASCULINO,370.0
MASCULINO,340.0
FEMENINO,340.0
MASCULINO,343.0
FEMENINO,345.0
MASCULINO,323.0
FEMENINO,328.0
MASCULINO,351.0
FEMENINO,343.0
FEMENINO,340.0
MASCULINO,340.0
FEMENINO,336.0
MASCULINO,371.0
MASCULINO,332.0
MASCULINO,332.0
MASCULINO,361.0
MASCULINO,333.0
FEMENINO,339.0
FEMENINO,364.0
FEMENINO,334.0
MASCULINO,345.0
MASCULINO,355.0
MASCULINO,343.0
MASCULINO,375.0
MASCULINO,352.0
MASCULINO,332.0
FEMENINO,335.0
MASCULINO,430.0
FEMENINO,343.0
MASCULINO,333.0
FEMENINO,342.0
FEMENINO,351.0
FEMENINO,335.0
MASCULINO,319.0
FEMENINO,342.0
FEMENINO,348.0
MASCULINO,341.0
FEMENINO,329.0
MASCULINO,334.0
MASCULINO,335.0
FEMENINO,345.0
MASCULINO,337.0
FEMENINO,343.0
FEMENINO,333.0
MASCULINO,355.0
MASCULINO,343.0
MASCULINO,342.0
MASCULINO,328.0
MASCULINO,334.0
MASCULINO,337.0
MASCULINO,336.0
MASCULINO,342.0
MASCULINO,338.0
MASCULINO,327.0
FEMENINO,348.0
FEMENINO,350.0
FEMENINO,369.0
MASCULINO,313.0
FEMENINO,341.0
MASCULINO,372.0
FEMENINO,346.0
FEMENINO,331.0
MASCULINO,348.0
MASCULINO,332.0
MASCULINO,340.0
MASCULINO,339.0
FEMENINO,353.0
MASCULINO,337.0
MASCULINO,341.0
MASCULINO,337.0
MASCULINO,356.0
MASCULINO,347.0
MASCULINO,315.0
MASCULINO,334.0
FEMENINO,348.0
MASCULINO,328.0
MASCULINO,332.0
FEMENINO,350.0
MASCULINO,345.0
FEMENINO,391.0
MASCULINO,345.0
FEMENINO,355.0
MASCULINO,363.0
MASCULINO,351.0
MASCULINO,339.0
MASCULINO,338.0
MASCULINO,344.0
FEMENINO,357.0
FEMENINO,336.0
MASCULINO,346.0
MASCULINO,338.0
FEMENINO,341.0
FEMENINO,339.0
FEMENINO,341.0
FEMENINO,354.0
MASCULINO,325.0
MASCULINO,326.0
FEMENINO,342.0
MASCULINO,342.0
MASCULINO,345.0
FEMENINO,340.0
MASCULINO,344.0
MASCULINO,345.0
FEMENINO,330.0
MASCULINO,338.0
MASCULINO,326.0
MASCULINO,341.0
FEMENINO,331.0
FEMENINO,332.0
MASCULINO,330.0
MASCULINO,329.0
MASCULINO,335.0
FEMENINO,324.0
MASCULINO,331.0
FEMENINO,323.0
MASCULINO,330.0
MASCULINO,325.0
MASCULINO,322.0
MASCULINO,329.0
FEMENINO,343.0
MASCULINO,325.0
MASCULINO,330.0
MASCULINO,328.0
FEMENINO,332.0
FEMENINO,334.0
MASCULINO,333.0
MASCULINO,332.0
MASCULINO,336.0
FEMENINO,333.0
MASCULINO,338.0
MASCULINO,336.0
MASCULINO,361.0
MASCULINO,361.0
FEMENINO,328.0
FEMENINO,342.0
MASCULINO,328.0
FEMENINO,338.0
MASCULINO,342.0
MASCULINO,353.0
FEMENINO,330.0
MASCULINO,338.0
MASCULINO,322.0
MASCULINO,346.0
FEMENINO,342.0
MASCULINO,337.0
MASCULINO,342.0
MASCULINO,332.0
MASCULINO,334.0
FEMENINO,345.0
MASCULINO,335.0
FEMENINO,342.0
MASCULINO,322.0
FEMENINO,339.0
FEMENINO,337.0
MASCULINO,341.0
FEMENINO,331.0
MASCULINO,322.0
MASCULINO,323.0
FEMENINO,328.0
FEMENINO,325.0
MASCULINO,347.0
MASCULINO,338.0
FEMENINO,358.0
FEMENINO,331.0
MASCULINO,327.0
FEMENINO,334.0
MASCULINO,331.0
MASCULINO,330.0
FEMENINO,330.0
MASCULINO,335.0
MASCULINO,340.0
MASCULINO,350.0
MASCULINO,325.0
MASCULINO,360.0
FEMENINO,323.0
MASCULINO,335.0
MASCULINO,330.0
MASCULINO,330.0
FEMENINO,324.0
MASCULINO,365.0
FEMENINO,335.0
MASCULINO,337.0
MASCULINO,320.0
MASCULINO,360.0
FEMENINO,324.0
MASCULINO,364.0
MASCULINO,326.0
MASCULINO,358.0
MASCULINO,339.0
FEMENINO,337.0
MASCULINO,330.0
FEMENINO,337.0
MASCULINO,330.0
MASCULINO,335.0
MASCULINO,326.0
MASCULINO,336.0
MASCULINO,326.0
MASCULINO,333.0
MASCULINO,334.0
MASCULINO,334.0
MASCULINO,337.0
MASCULINO,353.0
FEMENINO,328.0
MASCULINO,323.0
MASCULINO,342.0
MASCULINO,337.0
MASCULINO,359.0
MASCULINO,333.0
MASCULINO,323.0
MASCULINO,324.0
MASCULINO,325.0
MASCULINO,351.0
FEMENINO,337.0
FEMENINO,320.0
MASCULINO,319.0
MASCULINO,348.0
FEMENINO,383.0
MASCULINO,338.0
FEMENINO,317.0
MASCULINO,325.0
MASCULINO,330.0
MASCULINO,321.0
MASCULINO,320.0
FEMENINO,327.0
MASCULINO,318.0
FEMENINO,330.0
FEMENINO,321.0
FEMENINO,323.0
FEMENINO,323.0
FEMENINO,324.0
MASCULINO,328.0
MASCULINO,325.0
FEMENINO,317.0
FEMENINO,325.0
MASCULINO,322.0
MASCULINO,312.0
MASCULINO,326.0
MASCULINO,328.0
MASCULINO,320.0
FEMENINO,346.0
